country,iso_code,region,year,population,gdp,energy_per_capita,primary_energy_consumption,renewables_share_energy,fossil_share_energy,solar_share_energy,wind_share_energy,hydro_share_energy,coal_share_energy,oil_share_energy,gas_share_energy,co2_emissions
Spain,ESP,Europe,2018,54225600.0,2061900000000.0,867.14,41.102,49.84,42.87,19.76,12.37,17.71,19.29,15.0,8.57,8.81
Spain,ESP,Europe,2019,54604800.0,2097450000000.0,899.89,42.655,49.74,46.59,21.28,12.14,16.33,20.96,16.31,9.32,9.936
Spain,ESP,Europe,2020,54984000.0,2133000000000.0,909.98,43.133,50.03,45.39,23.69,12.4,13.93,20.43,15.89,9.08,9.789
Spain,ESP,Europe,2021,55363200.0,2168550000000.0,882.23,41.818,47.99,40.44,25.69,12.14,10.16,18.2,14.15,8.09,8.456
Spain,ESP,Europe,2022,55742400.0,2204100000000.0,943.97,44.744,56.03,43.62,28.4,12.21,15.43,19.63,15.27,8.72,9.76
Spain,ESP,Europe,2023,56121600.0,2239650000000.0,940.23,44.567,50.42,40.76,29.78,12.13,8.51,18.34,14.27,8.15,9.082
Italy,ITA,Europe,2000,60300000.0,2110500000000.0,705.02,42.513,39.5,52.85,1.21,11.95,26.34,23.78,18.5,10.57,11.235
Italy,ITA,Europe,2001,60782400.0,2127384000000.0,728.91,43.953,33.37,54.08,1.68,10.3,21.39,24.34,18.93,10.82,11.885
Italy,ITA,Europe,2002,61264800.0,2144268000000.0,708.94,42.749,39.86,53.37,1.7,12.61,25.55,24.02,18.68,10.67,11.408
Italy,ITA,Europe,2003,61747200.0,2161152000000.0,740.15,44.631,39.81,54.89,1.84,10.05,27.92,24.7,19.21,10.98,12.249
Italy,ITA,Europe,2004,62229600.0,2178036000000.0,714.96,43.112,38.96,54.15,2.91,10.36,25.69,24.37,18.95,10.83,11.672
Italy,ITA,Europe,2005,62712000.0,2194920000000.0,752.59,45.381,40.93,53.2,3.08,10.18,27.67,23.94,18.62,10.64,12.072
Italy,ITA,Europe,2006,63194400.0,2211804000000.0,719.21,43.368,43.13,51.1,3.06,10.19,29.88,23.0,17.89,10.22,11.081
Italy,ITA,Europe,2007,63676800.0,2228688000000.0,762.62,45.986,36.77,58.84,4.96,9.42,22.4,26.48,20.59,11.77,13.529
Italy,ITA,Europe,2008,64159200.0,2245572000000.0,759.22,45.781,42.05,53.26,5.12,11.07,25.86,23.97,18.64,10.65,12.191
Italy,ITA,Europe,2009,64641600.0,2262456000000.0,746.01,44.985,41.52,51.57,6.02,11.51,23.99,23.21,18.05,10.31,11.599
Italy,ITA,Europe,2010,65124000.0,2279340000000.0,760.42,45.853,36.47,52.83,7.15,9.1,20.22,23.78,18.49,10.57,12.113
Italy,ITA,Europe,2011,65606400.0,2296224000000.0,743.94,44.86,45.03,53.07,7.79,11.66,25.57,23.88,18.57,10.61,11.903
Italy,ITA,Europe,2012,66088800.0,2313108000000.0,787.05,47.459,40.46,49.57,8.69,11.07,20.7,22.31,17.35,9.91,11.763
Italy,ITA,Europe,2013,66571200.0,2329992000000.0,757.93,45.703,45.1,51.51,10.51,11.71,22.88,23.18,18.03,10.3,11.771
Italy,ITA,Europe,2014,67053600.0,2346876000000.0,794.94,47.935,45.6,52.51,11.95,11.75,21.89,23.63,18.38,10.5,12.585
Italy,ITA,Europe,2015,67536000.0,2363760000000.0,780.16,47.044,44.47,48.02,13.49,10.37,20.61,21.61,16.81,9.6,11.295
Italy,ITA,Europe,2016,68018400.0,2380644000000.0,782.31,47.173,44.67,47.85,14.31,9.27,21.08,21.53,16.75,9.57,11.286
Italy,ITA,Europe,2017,68500800.0,2397528000000.0,810.93,48.899,45.39,47.45,16.29,12.29,16.82,21.35,16.61,9.49,11.602
Italy,ITA,Europe,2018,68983200.0,2414412000000.0,778.22,46.927,44.3,47.2,17.28,11.9,15.11,21.24,16.52,9.44,11.075
Italy,ITA,Europe,2019,69465600.0,2431296000000.0,821.77,49.553,45.73,44.38,19.67,10.19,15.87,19.97,15.53,8.88,10.997
Italy,ITA,Europe,2020,69948000.0,2448180000000.0,780.12,47.041,47.25,50.76,21.68,8.79,16.77,22.84,17.77,10.15,11.94
Italy,ITA,Europe,2021,70430400.0,2465064000000.0,822.74,49.611,50.73,50.17,23.75,12.19,14.79,22.58,17.56,10.03,12.446
Italy,ITA,Europe,2022,70912800.0,2481948000000.0,835.68,50.392,45.62,48.3,26.11,12.46,7.04,21.74,16.91,9.66,12.17
Italy,ITA,Europe,2023,71395200.0,2498832000000.0,828.16,49.938,48.78,45.98,29.1,10.43,9.25,20.69,16.09,9.2,11.481
Russia,RUS,Europe,2000,145000000.0,1769000000000.0,245.12,35.542,18.18,77.95,0.0,3.72,14.46,35.08,27.28,15.59,13.853
Russia,RUS,Europe,2001,146160000.0,1813225000000.0,247.64,35.908,19.44,78.63,0.48,5.01,13.94,35.39,27.52,15.73,14.118
Russia,RUS,Europe,2002,147320000.0,1857450000000.0,253.87,36.811,18.14,76.99,0.44,3.19,14.5,34.64,26.95,15.4,14.17
Russia,RUS,Europe,2003,148480000.0,1901675000000.0,264.37,38.333,19.35,79.71,0.0,5.03,14.32,35.87,27.9,15.94,15.277
Russia,RUS,Europe,2004,149640000.0,1945900000000.0,267.57,38.797,20.46,78.39,0.79,5.38,14.29,35.28,27.44,15.68,15.207
Russia,RUS,Europe,2005,150800000.0,1990125000000.0,286.22,41.501,16.3,76.99,0.48,5.0,10.82,34.65,26.95,15.4,15.976
Russia,RUS,Europe,2006,151960000.0,2034350000000.0,282.26,40.928,24.08,77.09,1.41,5.4,17.27,34.69,26.98,15.42,15.776
Russia,RUS,Europe,2007,153120000.0,2078575000000.0,285.5,41.398,23.28,78.97,1.26,5.37,16.64,35.54,27.64,15.79,16.346
Russia,RUS,Europe,2008,154280000.0,2122800000000.0,272.63,39.531,23.68,73.33,1.81,5.37,16.5,33.0,25.67,14.67,14.494
Russia,RUS,Europe,2009,155440000.0,2167025000000.0,294.84,42.751,21.9,75.57,1.81,6.93,13.16,34.01,26.45,15.11,16.154
Russia,RUS,Europe,2010,156600000.0,2211250000000.0,294.58,42.714,23.95,76.77,2.97,7.03,13.96,34.54,26.87,15.35,16.395
Russia,RUS,Europe,2011,157760000.0,2255475000000.0,296.6,43.007,25.12,73.03,3.4,7.1,14.62,32.86,25.56,14.61,15.704
Russia,RUS,Europe,2012,158920000.0,2299700000000.0,327.91,47.547,22.41,73.09,4.23,4.41,13.77,32.89,25.58,14.62,17.375
Russia,RUS,Europe,2013,160080000.0,2343925000000.0,320.11,46.416,22.85,75.76,5.45,6.32,11.09,34.09,26.51,15.15,17.581
Russia,RUS,Europe,2014,161240000.0,2388150000000.0,319.5,46.327,24.76,74.21,5.34,6.93,12.49,33.4,25.97,14.84,17.19
Russia,RUS,Europe,2015,162400000.0,2432375000000.0,309.71,44.908,25.06,71.79,6.17,6.08,12.81,32.31,25.13,14.36,16.121
Russia,RUS,Europe,2016,163560000.0,2476600000000.0,338.91,49.141,27.53,73.4,8.22,6.9,12.4,33.03,25.69,14.68,18.034
Russia,RUS,Europe,2017,164720000.0,2520825000000.0,355.16,51.499,24.03,75.32,8.41,6.73,8.89,33.89,26.36,15.06,19.393
Russia,RUS,Europe,2018,165880000.0,2565050000000.0,360.08,52.212,26.87,74.08,9.36,6.36,11.14,33.34,25.93,14.82,19.341
Russia,RUS,Europe,2019,167040000.0,2609275000000.0,346.52,50.246,27.46,75.49,10.01,5.4,12.06,33.97,26.42,15.1,18.965
Russia,RUS,Europe,2020,168200000.0,2653500000000.0,368.68,53.458,27.8,72.39,11.41,6.73,9.66,32.58,25.34,14.48,19.349
Russia,RUS,Europe,2021,169360000.0,2697725000000.0,370.95,53.787,24.93,70.04,13.1,4.59,7.24,31.52,24.51,14.01,18.836
Russia,RUS,Europe,2022,170520000.0,2741950000000.0,380.82,55.219,31.89,71.39,13.65,6.71,11.52,32.13,24.99,14.28,19.71
Russia,RUS,Europe,2023,171680000.0,2786175000000.0,399.08,57.866,28.25,70.36,14.75,7.62,5.88,31.66,24.63,14.07,20.359
South Korea,KOR,Asia,2000,51700000.0,1654400000000.0,661.89,34.22,7.49,91.0,0.56,3.45,3.48,40.95,31.85,18.2,15.569
South Korea,KOR,Asia,2001,52113600.0,1667635200000.0,640.59,33.119,5.81,87.14,0.64,1.92,3.25,39.21,30.5,17.43,14.429
South Korea,KOR,Asia,2002,52527200.0,1680870400000.0,653.2,33.77,7.72,88.66,1.58,1.09,5.04,39.9,31.03,17.73,14.971
South Korea,KOR,Asia,2003,52940800.0,1694105600000.0,695.15,35.939,5.09,89.33,2.26,1.28,1.55,40.2,31.26,17.87,16.051
South Korea,KOR,Asia,2004,53354400.0,1707340800000.0,687.68,35.553,8.02,88.25,1.68,0.0,6.34,39.71,30.89,17.65,15.687
South Korea,KOR,Asia,2005,53768000.0,1720576000000.0,657.03,33.968,6.33,87.73,2.79,2.17,1.36,39.48,30.7,17.55,14.9
South Korea,KOR,Asia,2006,54181600.0,1733811200000.0,643.29,33.258,10.53,91.96,2.06,2.82,5.65,41.38,32.19,18.39,15.292
South Korea,KOR,Asia,2007,54595200.0,1747046400000.0,662.83,34.269,10.9,87.6,3.05,3.21,4.63,39.42,30.66,17.52,15.01
South Korea,KOR,Asia,2008,55008800.0,1760281600000.0,654.54,33.84,10.1,88.66,4.75,1.57,3.78,39.9,31.03,17.73,15.001
South Korea,KOR,Asia,2009,55422400.0,1773516800000.0,679.64,35.137,13.88,87.58,5.02,3.47,5.39,39.41,30.65,17.52,15.387
South Korea,KOR,Asia,2010,55836000.0,1786752000000.0,681.83,35.25,12.56,88.29,5.23,2.67,4.66,39.73,30.9,17.66,15.561
South Korea,KOR,Asia,2011,56249600.0,1799987200000.0,740.18,38.267,10.91,86.04,6.82,2.48,1.6,38.72,30.11,17.21,16.463
South Korea,KOR,Asia,2012,56663200.0,1813222400000.0,697.63,36.067,10.92,87.31,7.66,2.08,1.18,39.29,30.56,17.46,15.746
South Korea,KOR,Asia,2013,57076800.0,1826457600000.0,667.0,34.484,15.49,84.28,9.52,4.88,1.1,37.92,29.5,16.86,14.531
South Korea,KOR,Asia,2014,57490400.0,1839692800000.0,730.74,37.779,14.67,81.19,9.99,2.46,2.22,36.54,28.42,16.24,15.336
South Korea,KOR,Asia,2015,57904000.0,1852928000000.0,708.05,36.606,13.55,82.87,11.93,4.07,0.0,37.29,29.01,16.57,15.169
South Korea,KOR,Asia,2016,58317600.0,1866163200000.0,688.04,35.572,15.13,88.39,13.14,5.4,0.0,39.77,30.94,17.68,15.721
South Korea,KOR,Asia,2017,58731200.0,1879398400000.0,722.92,37.375,12.59,81.43,14.7,4.07,0.0,36.64,28.5,16.29,15.216
South Korea,KOR,Asia,2018,59144800.0,1892633600000.0,731.89,37.839,17.85,80.84,16.26,3.21,0.0,36.38,28.29,16.17,15.294
South Korea,KOR,Asia,2019,59558400.0,1905868800000.0,679.68,35.139,17.03,82.55,18.21,4.46,0.0,37.15,28.89,16.51,14.504
South Korea,KOR,Asia,2020,59972000.0,1919104000000.0,718.55,37.149,16.5,85.52,20.08,4.81,0.0,38.48,29.93,17.1,15.884
South Korea,KOR,Asia,2021,60385600.0,1932339200000.0,736.21,38.062,12.57,83.33,22.32,3.06,0.0,37.5,29.17,16.67,15.86
South Korea,KOR,Asia,2022,60799200.0,1945574400000.0,753.41,38.951,15.59,81.0,24.01,2.81,0.0,36.45,28.35,16.2,15.775
South Korea,KOR,Asia,2023,61212800.0,1958809600000.0,772.91,39.959,18.36,79.7,25.57,5.05,0.0,35.87,27.9,15.94,15.924
Netherlands,NLD,Europe,2000,17400000.0,939600000000.0,1048.21,18.239,23.64,72.39,1.31,5.45,16.89,32.57,25.34,14.48,6.601
Netherlands,NLD,Europe,2001,17539200.0,947116800000.0,1069.13,18.603,27.0,69.15,2.23,8.17,16.6,31.12,24.2,13.83,6.432
Netherlands,NLD,Europe,2002,17678400.0,954633600000.0,1070.67,18.63,27.83,69.47,2.88,6.13,18.82,31.26,24.32,13.89,6.471
Netherlands,NLD,Europe,2003,17817600.0,962150400000.0,1127.5,19.619,27.14,71.76,2.62,5.28,19.24,32.29,25.12,14.35,7.039
Netherlands,NLD,Europe,2004,17956800.0,969667200000.0,1122.93,19.539,24.74,67.84,3.15,8.18,13.41,30.53,23.74,13.57,6.628
Netherlands,NLD,Europe,2005,18096000.0,977184000000.0,1141.21,19.857,28.39,67.89,4.38,7.98,16.02,30.55,23.76,13.58,6.741
Netherlands,NLD,Europe,2006,18235200.0,984700800000.0,1148.74,19.988,31.2,68.37,3.51,8.47,19.23,30.77,23.93,13.67,6.833
Netherlands,NLD,Europe,2007,18374400.0,992217600000.0,1121.38,19.512,29.72,66.33,4.39,6.33,19.0,29.85,23.22,13.27,6.471
Netherlands,NLD,Europe,2008,18513600.0,999734400000.0,1206.85,20.999,30.04,68.13,5.08,7.5,17.45,30.66,23.85,13.63,7.154
Netherlands,NLD,Europe,2009,18652800.0,1007251200000.0,1181.92,20.565,26.73,66.1,5.94,7.53,13.26,29.74,23.13,13.22,6.796
Netherlands,NLD,Europe,2010,18792000.0,1014768000000.0,1153.91,20.078,29.2,63.49,6.42,8.19,14.59,28.57,22.22,12.7,6.373
Netherlands,NLD,Europe,2011,18931200.0,1022284800000.0,1175.29,20.45,30.78,66.27,7.72,7.04,16.03,29.82,23.2,13.25,6.776
Netherlands,NLD,Europe,2012,19070400.0,1029801600000.0,1165.0,20.271,31.06,66.81,8.81,5.61,16.64,30.06,23.38,13.36,6.772
Netherlands,NLD,Europe,2013,19209600.0,1037318400000.0,1217.13,21.178,29.69,63.75,10.11,7.03,12.56,28.69,22.31,12.75,6.751
Netherlands,NLD,Europe,2014,19348800.0,1044835200000.0,1151.75,20.04,32.32,66.5,11.32,9.29,11.71,29.92,23.27,13.3,6.663
Netherlands,NLD,Europe,2015,19488000.0,1052352000000.0,1145.14,19.926,30.78,65.07,12.31,8.1,10.37,29.28,22.77,13.01,6.483
Netherlands,NLD,Europe,2016,19627200.0,1059868800000.0,1258.91,21.905,29.25,61.39,13.2,6.68,9.37,27.63,21.49,12.28,6.724
Netherlands,NLD,Europe,2017,19766400.0,1067385600000.0,1185.78,20.633,31.32,60.67,15.73,9.07,6.53,27.3,21.24,12.13,6.259
Netherlands,NLD,Europe,2018,19905600.0,1074902400000.0,1254.12,21.822,31.73,64.06,16.64,9.05,6.04,28.83,22.42,12.81,6.989
Netherlands,NLD,Europe,2019,20044800.0,1082419200000.0,1228.73,21.38,32.54,60.74,18.96,8.4,5.19,27.33,21.26,12.15,6.493
Netherlands,NLD,Europe,2020,20184000.0,1089936000000.0,1250.97,21.767,31.78,63.73,19.76,7.98,4.04,28.68,22.31,12.75,6.936
Netherlands,NLD,Europe,2021,20323200.0,1097452800000.0,1295.13,22.535,33.67,60.85,21.7,9.45,2.51,27.38,21.3,12.17,6.856
Netherlands,NLD,Europe,2022,20462400.0,1104969600000.0,1245.31,21.668,32.71,59.35,23.22,8.09,1.39,26.71,20.77,11.87,6.431
Netherlands,NLD,Europe,2023,20601600.0,1112486400000.0,1286.67,22.388,33.16,59.99,25.42,8.36,0.0,27.0,21.0,12.0,6.716
Portugal,PRT,Europe,2000,10300000.0,247200000000.0,476.09,4.904,55.35,38.91,1.71,15.51,38.13,17.51,13.62,7.78,0.954
Portugal,PRT,Europe,2001,10382400.0,253380000000.0,503.98,5.191,52.84,41.31,2.59,12.06,38.19,18.59,14.46,8.26,1.072
Portugal,PRT,Europe,2002,10464800.0,259560000000.0,490.13,5.048,58.95,37.06,2.54,15.75,40.65,16.68,12.97,7.41,0.935
Portugal,PRT,Europe,2003,10547200.0,265740000000.0,522.05,5.377,57.41,39.64,2.58,13.03,41.8,17.84,13.87,7.93,1.066
Portugal,PRT,Europe,2004,10629600.0,271920000000.0,527.31,5.431,59.08,38.15,3.27,13.24,42.57,17.17,13.35,7.63,1.036
Portugal,PRT,Europe,2005,10712000.0,278100000000.0,558.21,5.75,58.32,38.14,3.53,14.25,40.54,17.16,13.35,7.63,1.096
Portugal,PRT,Europe,2006,10794400.0,284280000000.0,549.11,5.656,55.57,37.87,4.13,14.12,37.32,17.04,13.25,7.57,1.071
Portugal,PRT,Europe,2007,10876800.0,290460000000.0,556.61,5.733,57.78,39.22,4.45,12.84,40.5,17.65,13.73,7.84,1.124
Portugal,PRT,Europe,2008,10959200.0,296640000000.0,587.92,6.056,61.24,34.63,6.09,14.81,40.35,15.58,12.12,6.93,1.049
Portugal,PRT,Europe,2009,11041600.0,302820000000.0,574.17,5.914,59.5,36.4,6.39,14.18,38.92,16.38,12.74,7.28,1.076
Portugal,PRT,Europe,2010,11124000.0,309000000000.0,587.12,6.047,57.68,36.39,6.93,15.1,35.65,16.37,12.74,7.28,1.1
Portugal,PRT,Europe,2011,11206400.0,315180000000.0,621.17,6.398,58.62,36.65,9.0,15.13,34.5,16.49,12.83,7.33,1.173
Portugal,PRT,Europe,2012,11288800.0,321360000000.0,600.83,6.189,61.7,36.79,9.65,16.29,35.76,16.56,12.88,7.36,1.138
Portugal,PRT,Europe,2013,11371200.0,327540000000.0,649.04,6.685,59.13,35.55,11.3,14.57,33.25,16.0,12.44,7.11,1.188
Portugal,PRT,Europe,2014,11453600.0,333720000000.0,621.15,6.398,65.81,33.56,12.8,16.76,36.25,15.1,11.75,6.71,1.074
Portugal,PRT,Europe,2015,11536000.0,339900000000.0,633.5,6.525,61.06,37.69,14.2,15.96,30.9,16.96,13.19,7.54,1.23
Portugal,PRT,Europe,2016,11618400.0,346080000000.0,656.54,6.762,65.4,38.42,15.31,15.8,34.29,17.29,13.45,7.68,1.299
Portugal,PRT,Europe,2017,11700800.0,352260000000.0,684.52,7.051,61.62,34.0,17.64,13.48,30.49,15.3,11.9,6.8,1.198
Portugal,PRT,Europe,2018,11783200.0,358440000000.0,726.14,7.479,61.45,32.75,19.14,14.11,28.2,14.74,11.46,6.55,1.225
Portugal,PRT,Europe,2019,11865600.0,364620000000.0,724.79,7.465,62.7,32.83,21.43,16.02,25.25,14.77,11.49,6.57,1.225
Portugal,PRT,Europe,2020,11948000.0,370800000000.0,706.78,7.28,65.63,32.38,23.4,15.32,26.91,14.57,11.33,6.48,1.179
Portugal,PRT,Europe,2021,12030400.0,376980000000.0,702.33,7.234,70.03,35.19,25.01,16.18,28.83,15.83,12.31,7.04,1.273
Portugal,PRT,Europe,2022,12112800.0,383160000000.0,738.31,7.605,65.66,33.45,27.81,16.29,21.56,15.05,11.71,6.69,1.272
Portugal,PRT,Europe,2023,12195200.0,389340000000.0,750.79,7.733,65.17,27.56,30.13,15.44,19.6,12.4,9.65,5.51,1.066
Sweden,SWE,Europe,2000,10400000.0,572000000000.0,1089.65,11.332,79.97,22.73,1.07,20.91,57.99,10.23,7.96,4.55,1.288
Sweden,SWE,Europe,2001,10483200.0,576576000000.0,1177.21,12.243,75.27,22.87,1.23,17.69,56.36,10.29,8.0,4.57,1.4
Sweden,SWE,Europe,2002,10566400.0,581152000000.0,1086.8,11.303,73.02,22.42,1.33,17.84,53.85,10.09,7.85,4.48,1.267
Sweden,SWE,Europe,2003,10649600.0,585728000000.0,1084.3,11.277,77.26,22.79,1.19,19.37,56.7,10.26,7.98,4.56,1.285
Sweden,SWE,Europe,2004,10732800.0,590304000000.0,1124.69,11.697,73.22,20.17,1.26,20.73,51.23,9.08,7.06,4.03,1.18
Sweden,SWE,Europe,2005,10816000.0,594880000000.0,1179.05,12.262,73.42,19.13,2.02,20.44,50.95,8.61,6.7,3.83,1.173
Sweden,SWE,Europe,2006,10899200.0,599456000000.0,1166.27,12.129,72.85,23.65,1.59,17.34,53.91,10.64,8.28,4.73,1.435
Sweden,SWE,Europe,2007,10982400.0,604032000000.0,1173.02,12.199,71.77,19.57,2.88,18.87,50.02,8.81,6.85,3.91,1.194
Sweden,SWE,Europe,2008,11065600.0,608608000000.0,1179.37,12.265,77.65,17.37,2.77,18.52,56.36,7.81,6.08,3.47,1.065
Sweden,SWE,Europe,2009,11148800.0,613184000000.0,1209.57,12.58,75.92,20.17,3.59,18.75,53.58,9.08,7.06,4.03,1.269
Sweden,SWE,Europe,2010,11232000.0,617760000000.0,1186.21,12.337,75.45,17.92,4.42,21.48,49.55,8.07,6.27,3.58,1.106
Sweden,SWE,Europe,2011,11315200.0,622336000000.0,1206.88,12.552,81.71,20.17,4.67,22.19,54.85,9.08,7.06,4.03,1.266
Sweden,SWE,Europe,2012,11398400.0,626912000000.0,1249.85,12.998,80.0,17.72,6.05,21.1,52.85,7.97,6.2,3.54,1.152
Sweden,SWE,Europe,2013,11481600.0,631488000000.0,1185.25,12.327,77.01,17.07,6.5,19.19,51.32,7.68,5.98,3.41,1.052
Sweden,SWE,Europe,2014,11564800.0,636064000000.0,1225.33,12.743,79.17,17.04,8.16,20.64,50.37,7.67,5.97,3.41,1.086
Sweden,SWE,Europe,2015,11648000.0,640640000000.0,1276.35,13.274,79.31,17.21,7.76,19.34,52.22,7.74,6.02,3.44,1.142
Sweden,SWE,Europe,2016,11731200.0,645216000000.0,1196.52,12.444,82.2,15.16,8.96,19.92,53.31,6.82,5.31,3.03,0.943
Sweden,SWE,Europe,2017,11814400.0,649792000000.0,1283.23,13.346,80.18,11.68,10.76,21.32,48.1,5.25,4.09,2.34,0.779
Sweden,SWE,Europe,2018,11897600.0,654368000000.0,1258.15,13.085,79.55,15.34,12.29,20.49,46.78,6.9,5.37,3.07,1.003
Sweden,SWE,Europe,2019,11980800.0,658944000000.0,1284.58,13.36,80.79,15.56,13.55,21.65,45.59,7.0,5.44,3.11,1.039
Sweden,SWE,Europe,2020,12064000.0,663520000000.0,1329.99,13.832,84.27,15.21,14.89,21.48,47.9,6.85,5.32,3.04,1.052
Sweden,SWE,Europe,2021,12147200.0,668096000000.0,1267.72,13.184,85.94,16.09,15.66,21.0,49.27,7.24,5.63,3.22,1.061
Sweden,SWE,Europe,2022,12230400.0,672672000000.0,1305.68,13.579,84.49,14.74,17.59,22.82,44.08,6.63,5.16,2.95,1.001
Sweden,SWE,Europe,2023,12313600.0,677248000000.0,1262.06,13.125,84.38,15.88,19.43,21.49,43.46,7.15,5.56,3.18,1.042
Poland,POL,Europe,2000,38300000.0,689400000000.0,352.96,13.518,11.56,83.3,1.72,1.8,8.04,37.49,29.16,16.66,5.631
Poland,POL,Europe,2001,38606400.0,706635000000.0,369.17,14.139,11.69,81.84,0.74,3.83,7.13,36.83,28.64,16.37,5.786
Poland,POL,Europe,2002,38912800.0,723870000000.0,389.69,14.925,15.91,85.33,0.86,3.32,11.73,38.4,29.86,17.07,6.367
Poland,POL,Europe,2003,39219200.0,741105000000.0,389.0,14.899,11.12,85.74,1.85,3.33,5.93,38.58,30.01,17.15,6.387
Poland,POL,Europe,2004,39525600.0,758340000000.0,384.73,14.735,11.95,84.8,1.44,3.45,7.06,38.16,29.68,16.96,6.248
Poland,POL,Europe,2005,39832000.0,775575000000.0,411.71,15.769,15.87,80.8,1.87,4.59,9.41,36.36,28.28,16.16,6.37
Poland,POL,Europe,2006,40138400.0,792810000000.0,407.31,15.6,15.77,83.43,2.76,2.93,10.08,37.55,29.2,16.69,6.508
Poland,POL,Europe,2007,40444800.0,810045000000.0,424.21,16.247,15.74,79.44,2.99,3.67,9.08,35.75,27.8,15.89,6.453
Poland,POL,Europe,2008,40751200.0,827280000000.0,441.49,16.909,14.87,81.56,4.9,4.05,5.92,36.7,28.55,16.31,6.895
Poland,POL,Europe,2009,41057600.0,844515000000.0,451.01,17.274,16.85,78.8,5.72,4.83,6.31,35.46,27.58,15.76,6.806
Poland,POL,Europe,2010,41364000.0,861750000000.0,448.18,17.165,15.86,81.44,6.26,4.3,5.3,36.65,28.51,16.29,6.99
Poland,POL,Europe,2011,41670400.0,878985000000.0,467.57,17.908,18.95,78.55,8.43,6.07,4.45,35.35,27.49,15.71,7.033
Poland,POL,Europe,2012,41976800.0,896220000000.0,482.37,18.475,19.4,84.85,9.32,5.1,4.98,38.18,29.7,16.97,7.838
Poland,POL,Europe,2013,42283200.0,913455000000.0,471.97,18.076,17.94,80.53,11.0,6.05,0.89,36.24,28.18,16.11,7.278
Poland,POL,Europe,2014,42589600.0,930690000000.0,465.6,17.832,21.15,81.13,11.79,5.66,3.71,36.51,28.4,16.23,7.234
Poland,POL,Europe,2015,42896000.0,947925000000.0,486.2,18.622,19.77,81.55,12.92,5.07,1.79,36.7,28.54,16.31,7.593
Poland,POL,Europe,2016,43202400.0,965160000000.0,526.4,20.161,17.95,77.32,16.3,6.45,0.0,34.79,27.06,15.46,7.794
Poland,POL,Europe,2017,43508800.0,982395000000.0,501.57,19.21,21.41,81.77,17.39,4.87,0.0,36.8,28.62,16.35,7.854
Poland,POL,Europe,2018,43815200.0,999630000000.0,508.22,19.465,23.2,79.86,19.87,7.79,0.0,35.94,27.95,15.97,7.773
Poland,POL,Europe,2019,44121600.0,1016865000000.0,555.76,21.286,19.59,79.08,21.26,5.75,0.0,35.58,27.68,15.82,8.416
Poland,POL,Europe,2020,44428000.0,1034100000000.0,549.04,21.028,21.62,78.13,23.85,2.88,0.0,35.16,27.35,15.63,8.215
Poland,POL,Europe,2021,44734400.0,1051335000000.0,555.36,21.27,21.61,75.39,25.89,5.2,0.0,33.93,26.39,15.08,8.018
Poland,POL,Europe,2022,45040800.0,1068570000000.0,555.47,21.275,24.71,76.42,29.15,6.1,0.0,34.39,26.75,15.28,8.129
Poland,POL,Europe,2023,45347200.0,1085805000000.0,547.77,20.98,22.39,75.48,30.82,6.22,0.0,33.97,26.42,15.1,7.918
Turkey,TUR,Asia,2000,84300000.0,809280000000.0,188.36,15.879,30.39,66.79,1.25,7.85,21.29,30.06,23.38,13.36,5.303
Turkey,TUR,Asia,2001,84974400.0,829512000000.0,193.75,16.333,32.37,65.56,1.4,7.9,23.07,29.5,22.95,13.11,5.354
Turkey,TUR,Asia,2002,85648800.0,849744000000.0,192.23,16.205,31.38,63.95,1.2,7.35,22.82,28.78,22.38,12.79,5.182
Turkey,TUR,Asia,2003,86323200.0,869976000000.0,206.02,17.367,32.79,63.47,1.53,8.68,22.58,28.56,22.22,12.69,5.512
Turkey,TUR,Asia,2004,86997600.0,890208000000.0,204.6,17.248,32.44,61.2,2.5,7.62,22.32,27.54,21.42,12.24,5.278
Turkey,TUR,Asia,2005,87672000.0,910440000000.0,213.04,17.96,32.63,60.67,2.66,8.34,21.64,27.3,21.23,12.13,5.448
Turkey,TUR,Asia,2006,88346400.0,930672000000.0,214.66,18.096,33.49,62.09,3.82,8.34,21.33,27.94,21.73,12.42,5.618
Turkey,TUR,Asia,2007,89020800.0,950904000000.0,223.17,18.813,36.19,58.99,4.18,9.35,22.66,26.55,20.65,11.8,5.549
Turkey,TUR,Asia,2008,89695200.0,971136000000.0,223.46,18.838,40.86,62.92,5.67,10.12,25.07,28.31,22.02,12.58,5.926
Turkey,TUR,Asia,2009,90369600.0,991368000000.0,241.66,20.372,35.75,60.2,6.11,8.39,21.26,27.09,21.07,12.04,6.132
Turkey,TUR,Asia,2010,91044000.0,1011600000000.0,237.69,20.037,35.08,65.0,8.14,10.6,16.34,29.25,22.75,13.0,6.512
Turkey,TUR,Asia,2011,91718400.0,1031832000000.0,247.69,20.88,37.75,61.91,10.02,7.51,20.22,27.86,21.67,12.38,6.464
Turkey,TUR,Asia,2012,92392800.0,1052064000000.0,239.08,20.154,38.91,60.73,11.23,9.67,18.0,27.33,21.25,12.15,6.12
Turkey,TUR,Asia,2013,93067200.0,1072296000000.0,261.66,22.058,40.15,60.35,13.82,9.67,16.65,27.16,21.12,12.07,6.656
Turkey,TUR,Asia,2014,93741600.0,1092528000000.0,257.07,21.671,36.24,63.26,14.4,8.82,13.02,28.47,22.14,12.65,6.854
